location_name,iso3,year,domain,adverse_z,peer_reference,indicator_group,profile_2023,marked_adverse_z_gt_0_5
Russian Federation,RUS,2023,Ambient PM2.5,-0.2701424994804258,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Russian Federation,RUS,2023,Climate/transmission,-1.0070086177583868,same-year SDI-quintile peers,Climate/transmission,Neither,False
Russian Federation,RUS,2023,WASH,0.9680677644911532,same-year SDI-quintile peers,WASH,Neither,True
Russian Federation,RUS,2023,Immunisation/UHC,-0.3670128837420276,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Russian Federation,RUS,2023,HIV/TB,0.6699230654606709,same-year SDI-quintile peers,HIV/TB,Neither,True
Russian Federation,RUS,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Russian Federation,RUS,2023,Health resources,0.7325955001720618,same-year SDI-quintile peers,Health resources,Neither,True
Ukraine,UKR,2023,Household energy/HAP,1.4512753992570495,same-year SDI-quintile peers,Household energy/HAP,Neither,True
Ukraine,UKR,2023,Ambient PM2.5,-0.0683030846738238,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Ukraine,UKR,2023,Climate/transmission,-0.7966511466603592,same-year SDI-quintile peers,Climate/transmission,Neither,False
Ukraine,UKR,2023,WASH,1.1320847555909406,same-year SDI-quintile peers,WASH,Neither,True
Ukraine,UKR,2023,Immunisation/UHC,1.0560488847087677,same-year SDI-quintile peers,Immunisation/UHC,Neither,True
Ukraine,UKR,2023,HIV/TB,2.6848903347414663,same-year SDI-quintile peers,HIV/TB,Neither,True
Ukraine,UKR,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Ukraine,UKR,2023,Health resources,0.2985245072995199,same-year SDI-quintile peers,Health resources,Neither,False
Brunei Darussalam,BRN,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Brunei Darussalam,BRN,2023,Ambient PM2.5,-0.515460361402402,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Brunei Darussalam,BRN,2023,Climate/transmission,1.5050595964350897,same-year SDI-quintile peers,Climate/transmission,Neither,True
Brunei Darussalam,BRN,2023,WASH,-0.5343260169820003,same-year SDI-quintile peers,WASH,Neither,False
Brunei Darussalam,BRN,2023,Immunisation/UHC,0.0289012072921402,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Brunei Darussalam,BRN,2023,HIV/TB,2.0132345783145347,same-year SDI-quintile peers,HIV/TB,Neither,True
Brunei Darussalam,BRN,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Brunei Darussalam,BRN,2023,Health resources,0.8305601757222663,same-year SDI-quintile peers,Health resources,Neither,True
Japan,JPN,2023,Household energy/HAP,-0.06760191017542,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Japan,JPN,2023,Ambient PM2.5,-0.2771528302383558,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Japan,JPN,2023,Climate/transmission,-0.1223929825901995,same-year SDI-quintile peers,Climate/transmission,Neither,False
Japan,JPN,2023,WASH,-0.3475856993747419,same-year SDI-quintile peers,WASH,Neither,False
Japan,JPN,2023,Immunisation/UHC,-0.7020410998509571,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Japan,JPN,2023,HIV/TB,-0.4442353069651805,same-year SDI-quintile peers,HIV/TB,Neither,False
Japan,JPN,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Japan,JPN,2023,Health resources,-0.2222630808537977,same-year SDI-quintile peers,Health resources,Neither,False
Republic of Korea,KOR,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Republic of Korea,KOR,2023,Ambient PM2.5,0.3637459427534428,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Republic of Korea,KOR,2023,Climate/transmission,-0.5502624823511401,same-year SDI-quintile peers,Climate/transmission,Neither,False
Republic of Korea,KOR,2023,WASH,-0.5055054352043754,same-year SDI-quintile peers,WASH,Neither,False
Republic of Korea,KOR,2023,Immunisation/UHC,-0.753769280851158,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Republic of Korea,KOR,2023,HIV/TB,0.6699230654606709,same-year SDI-quintile peers,HIV/TB,Neither,True
Republic of Korea,KOR,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Republic of Korea,KOR,2023,Health resources,-0.0068850755157982,same-year SDI-quintile peers,Health resources,Neither,False
Singapore,SGP,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Excess-only,False
Singapore,SGP,2023,Ambient PM2.5,-0.0506249044992721,same-year SDI-quintile peers,Ambient PM2.5,Excess-only,False
Singapore,SGP,2023,Climate/transmission,1.4987230189084808,same-year SDI-quintile peers,Climate/transmission,Excess-only,True
Singapore,SGP,2023,WASH,-0.5343260169820003,same-year SDI-quintile peers,WASH,Excess-only,False
Singapore,SGP,2023,Immunisation/UHC,-0.7624839252274798,same-year SDI-quintile peers,Immunisation/UHC,Excess-only,False
Singapore,SGP,2023,HIV/TB,0.0556714979630358,same-year SDI-quintile peers,HIV/TB,Excess-only,False
Singapore,SGP,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Excess-only,False
Singapore,SGP,2023,Health resources,-0.3249691181909722,same-year SDI-quintile peers,Health resources,Excess-only,False
Australia,AUS,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Australia,AUS,2023,Ambient PM2.5,-0.5863185418261173,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Australia,AUS,2023,Climate/transmission,-0.1232853040117352,same-year SDI-quintile peers,Climate/transmission,Neither,False
Australia,AUS,2023,WASH,-0.5275889232634683,same-year SDI-quintile peers,WASH,Neither,False
Australia,AUS,2023,Immunisation/UHC,-0.6319940547034666,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Australia,AUS,2023,HIV/TB,-0.6317879233210002,same-year SDI-quintile peers,HIV/TB,Neither,False
Australia,AUS,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Australia,AUS,2023,Health resources,-1.4334544213491656,same-year SDI-quintile peers,Health resources,Neither,False
New Zealand,NZL,2023,Household energy/HAP,-0.2282506325266479,same-year SDI-quintile peers,Household energy/HAP,Neither,False
New Zealand,NZL,2023,Ambient PM2.5,-0.5576774515220028,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
New Zealand,NZL,2023,Climate/transmission,0.1131116223485892,same-year SDI-quintile peers,Climate/transmission,Neither,False
New Zealand,NZL,2023,WASH,-0.53432600797486,same-year SDI-quintile peers,WASH,Neither,False
New Zealand,NZL,2023,Immunisation/UHC,-0.1919374851655544,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
New Zealand,NZL,2023,HIV/TB,-0.6219106327853099,same-year SDI-quintile peers,HIV/TB,Neither,False
New Zealand,NZL,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
New Zealand,NZL,2023,Health resources,-0.9938151613669904,same-year SDI-quintile peers,Health resources,Neither,False
Andorra,AND,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Andorra,AND,2023,Ambient PM2.5,-0.4348239637105882,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Andorra,AND,2023,Climate/transmission,-0.8940982542453956,same-year SDI-quintile peers,Climate/transmission,Neither,False
Andorra,AND,2023,WASH,-0.5343260169820003,same-year SDI-quintile peers,WASH,Neither,False
Andorra,AND,2023,Immunisation/UHC,-0.1733653663981174,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Andorra,AND,2023,HIV/TB,-0.6378302014647079,same-year SDI-quintile peers,HIV/TB,Neither,False
Andorra,AND,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Andorra,AND,2023,Health resources,-0.1970337326761032,same-year SDI-quintile peers,Health resources,Neither,False
Austria,AUT,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Austria,AUT,2023,Ambient PM2.5,-0.3641955461706478,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Austria,AUT,2023,Climate/transmission,-0.6122338249824442,same-year SDI-quintile peers,Climate/transmission,Neither,False
Austria,AUT,2023,WASH,-0.5316656713762107,same-year SDI-quintile peers,WASH,Neither,False
Austria,AUT,2023,Immunisation/UHC,0.5963163332373216,same-year SDI-quintile peers,Immunisation/UHC,Neither,True
Austria,AUT,2023,HIV/TB,-0.6220265366076037,same-year SDI-quintile peers,HIV/TB,Neither,False
Austria,AUT,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Austria,AUT,2023,Health resources,-1.3599511695639772,same-year SDI-quintile peers,Health resources,Neither,False
Belgium,BEL,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Belgium,BEL,2023,Ambient PM2.5,-0.461451225705016,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Belgium,BEL,2023,Climate/transmission,-0.2035284744699389,same-year SDI-quintile peers,Climate/transmission,Neither,False
Belgium,BEL,2023,WASH,-0.4850837837942526,same-year SDI-quintile peers,WASH,Neither,False
Belgium,BEL,2023,Immunisation/UHC,-0.6621499125343141,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Belgium,BEL,2023,HIV/TB,-0.526877371459814,same-year SDI-quintile peers,HIV/TB,Neither,False
Belgium,BEL,2023,Nutrition,-0.7166949419335515,same-year SDI-quintile peers,Nutrition,Neither,False
Belgium,BEL,2023,Health resources,-1.0531685356984903,same-year SDI-quintile peers,Health resources,Neither,False
Cyprus,CYP,2023,Household energy/HAP,-0.6524409528478126,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Cyprus,CYP,2023,Ambient PM2.5,0.0062362030146537,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Cyprus,CYP,2023,Climate/transmission,-0.0522023694651215,same-year SDI-quintile peers,Climate/transmission,Neither,False
Cyprus,CYP,2023,WASH,-0.4222051541684716,same-year SDI-quintile peers,WASH,Neither,False
Cyprus,CYP,2023,Immunisation/UHC,0.0476180486228985,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Cyprus,CYP,2023,HIV/TB,-0.5469591285363584,same-year SDI-quintile peers,HIV/TB,Neither,False
Cyprus,CYP,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Cyprus,CYP,2023,Health resources,0.0454839034353379,same-year SDI-quintile peers,Health resources,Neither,False
Denmark,DNK,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Denmark,DNK,2023,Ambient PM2.5,-0.5195465587901952,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Denmark,DNK,2023,Climate/transmission,-0.3453020569480732,same-year SDI-quintile peers,Climate/transmission,Neither,False
Denmark,DNK,2023,WASH,-0.4957230220923186,same-year SDI-quintile peers,WASH,Neither,False
Denmark,DNK,2023,Immunisation/UHC,-0.6103215472825378,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Denmark,DNK,2023,HIV/TB,-0.685125292213727,same-year SDI-quintile peers,HIV/TB,Neither,False
Denmark,DNK,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Denmark,DNK,2023,Health resources,-1.2632160010327909,same-year SDI-quintile peers,Health resources,Neither,False
Finland,FIN,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Finland,FIN,2023,Ambient PM2.5,-0.699748504855866,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Finland,FIN,2023,Climate/transmission,-0.8127972527095603,same-year SDI-quintile peers,Climate/transmission,Neither,False
Finland,FIN,2023,WASH,-0.4814170022485494,same-year SDI-quintile peers,WASH,Neither,False
Finland,FIN,2023,Immunisation/UHC,-0.299981212792637,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Finland,FIN,2023,HIV/TB,-0.6852411960360208,same-year SDI-quintile peers,HIV/TB,Neither,False
Finland,FIN,2023,Nutrition,-0.4854556278131209,same-year SDI-quintile peers,Nutrition,Neither,False
Finland,FIN,2023,Health resources,-0.9025539062065556,same-year SDI-quintile peers,Health resources,Neither,False
France,FRA,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
France,FRA,2023,Ambient PM2.5,-0.4750645921148957,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
France,FRA,2023,Climate/transmission,-0.3063841442447031,same-year SDI-quintile peers,Climate/transmission,Neither,False
France,FRA,2023,WASH,-0.4044789497300616,same-year SDI-quintile peers,WASH,Neither,False
France,FRA,2023,Immunisation/UHC,-0.4226253042091136,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
France,FRA,2023,HIV/TB,-0.2342982994205144,same-year SDI-quintile peers,HIV/TB,Neither,False
France,FRA,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
France,FRA,2023,Health resources,-0.7697907331000955,same-year SDI-quintile peers,Health resources,Neither,False
Germany,DEU,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Germany,DEU,2023,Ambient PM2.5,-0.4391688878094859,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Germany,DEU,2023,Climate/transmission,-0.5026892329098401,same-year SDI-quintile peers,Climate/transmission,Neither,False
Germany,DEU,2023,WASH,-0.4601974692704167,same-year SDI-quintile peers,WASH,Neither,False
Germany,DEU,2023,Immunisation/UHC,-0.1388880663011538,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Germany,DEU,2023,HIV/TB,-0.4656381701385348,same-year SDI-quintile peers,HIV/TB,Neither,False
Germany,DEU,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Germany,DEU,2023,Health resources,-1.221177381941222,same-year SDI-quintile peers,Health resources,Neither,False
Greece,GRC,2023,Household energy/HAP,-0.7045451928720764,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Greece,GRC,2023,Ambient PM2.5,-0.1134785049878156,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Greece,GRC,2023,Climate/transmission,-0.3527559799972451,same-year SDI-quintile peers,Climate/transmission,Neither,False
Greece,GRC,2023,WASH,-0.4388627881143501,same-year SDI-quintile peers,WASH,Neither,False
Greece,GRC,2023,Immunisation/UHC,-0.1848087514861136,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Greece,GRC,2023,HIV/TB,-0.2876356683132414,same-year SDI-quintile peers,HIV/TB,Neither,False
Greece,GRC,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Greece,GRC,2023,Health resources,0.3849636289919956,same-year SDI-quintile peers,Health resources,Neither,False
Iceland,ISL,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Iceland,ISL,2023,Ambient PM2.5,-0.677264764870021,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Iceland,ISL,2023,Climate/transmission,-0.700220701452649,same-year SDI-quintile peers,Climate/transmission,Neither,False
Iceland,ISL,2023,WASH,-0.4172728242462626,same-year SDI-quintile peers,WASH,Neither,False
Iceland,ISL,2023,Immunisation/UHC,-0.5605395067085013,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Iceland,ISL,2023,HIV/TB,-0.6831498341065889,same-year SDI-quintile peers,HIV/TB,Neither,False
Iceland,ISL,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Iceland,ISL,2023,Health resources,-1.414601264794005,same-year SDI-quintile peers,Health resources,Neither,False
Ireland,IRL,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Ireland,IRL,2023,Ambient PM2.5,-0.5189589581581314,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Ireland,IRL,2023,Climate/transmission,-0.0863016643210138,same-year SDI-quintile peers,Climate/transmission,Neither,False
Ireland,IRL,2023,WASH,1.097398801978037,same-year SDI-quintile peers,WASH,Neither,True
Ireland,IRL,2023,Immunisation/UHC,-0.1883834733887646,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Ireland,IRL,2023,HIV/TB,-0.4814418349956391,same-year SDI-quintile peers,HIV/TB,Neither,False
Ireland,IRL,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Ireland,IRL,2023,Health resources,-1.1496882579350225,same-year SDI-quintile peers,Health resources,Neither,False
Israel,ISR,2023,Household energy/HAP,-0.3124966269926483,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Israel,ISR,2023,Ambient PM2.5,0.3641648330886901,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Israel,ISR,2023,Climate/transmission,0.4011505648724845,same-year SDI-quintile peers,Climate/transmission,Neither,False
Israel,ISR,2023,WASH,-0.5265654202281201,same-year SDI-quintile peers,WASH,Neither,False
Israel,ISR,2023,Immunisation/UHC,-0.6362858220342136,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Israel,ISR,2023,HIV/TB,-0.7207994419645054,same-year SDI-quintile peers,HIV/TB,Neither,False
Israel,ISR,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Israel,ISR,2023,Health resources,0.0286112107501023,same-year SDI-quintile peers,Health resources,Neither,False
Italy,ITA,2023,Household energy/HAP,-0.3737075852819537,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Italy,ITA,2023,Ambient PM2.5,-0.102851676478244,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Italy,ITA,2023,Climate/transmission,-0.2153952586702277,same-year SDI-quintile peers,Climate/transmission,Neither,False
Italy,ITA,2023,WASH,-0.5048640655562446,same-year SDI-quintile peers,WASH,Neither,False
Italy,ITA,2023,Immunisation/UHC,-0.3469136182775627,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Italy,ITA,2023,HIV/TB,-0.2915865845275174,same-year SDI-quintile peers,HIV/TB,Neither,False
Italy,ITA,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Italy,ITA,2023,Health resources,-0.0937143335938136,same-year SDI-quintile peers,Health resources,Neither,False
Luxembourg,LUX,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Luxembourg,LUX,2023,Ambient PM2.5,-0.5240116050784905,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Luxembourg,LUX,2023,Climate/transmission,-0.4857765252271873,same-year SDI-quintile peers,Climate/transmission,Neither,False
Luxembourg,LUX,2023,WASH,-0.3046165409145104,same-year SDI-quintile peers,WASH,Neither,False
Luxembourg,LUX,2023,Immunisation/UHC,-0.6160208174607595,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Luxembourg,LUX,2023,HIV/TB,-0.2481265061704807,same-year SDI-quintile peers,HIV/TB,Neither,False
Luxembourg,LUX,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Luxembourg,LUX,2023,Health resources,-1.6409727581123752,same-year SDI-quintile peers,Health resources,Neither,False
Malta,MLT,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Malta,MLT,2023,Ambient PM2.5,-0.3166314719823642,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Malta,MLT,2023,Climate/transmission,0.5413459993568256,same-year SDI-quintile peers,Climate/transmission,Neither,True
Malta,MLT,2023,WASH,-0.5343260169820003,same-year SDI-quintile peers,WASH,Neither,False
Malta,MLT,2023,Immunisation/UHC,-0.3395251662242329,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Malta,MLT,2023,HIV/TB,-0.1414517683850268,same-year SDI-quintile peers,HIV/TB,Neither,False
Malta,MLT,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Malta,MLT,2023,Health resources,-0.1974065067847229,same-year SDI-quintile peers,Health resources,Neither,False
Netherlands,NLD,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Netherlands,NLD,2023,Ambient PM2.5,-0.4529575464218592,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Netherlands,NLD,2023,Climate/transmission,-0.2022564507454129,same-year SDI-quintile peers,Climate/transmission,Neither,False
Netherlands,NLD,2023,WASH,-0.3103670761353994,same-year SDI-quintile peers,WASH,Neither,False
Netherlands,NLD,2023,Immunisation/UHC,-0.2727958844283369,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Netherlands,NLD,2023,HIV/TB,-0.6653707111423467,same-year SDI-quintile peers,HIV/TB,Neither,False
Netherlands,NLD,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Netherlands,NLD,2023,Health resources,-1.2129268961811193,same-year SDI-quintile peers,Health resources,Neither,False
Norway,NOR,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Norway,NOR,2023,Ambient PM2.5,-0.6411479306506679,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Norway,NOR,2023,Climate/transmission,-0.7934211211303017,same-year SDI-quintile peers,Climate/transmission,Neither,False
Norway,NOR,2023,WASH,-0.3472439332632112,same-year SDI-quintile peers,WASH,Neither,False
Norway,NOR,2023,Immunisation/UHC,-0.7265632423609968,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Norway,NOR,2023,HIV/TB,-0.6989534989636933,same-year SDI-quintile peers,HIV/TB,Neither,False
Norway,NOR,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Norway,NOR,2023,Health resources,-1.7973768471536695,same-year SDI-quintile peers,Health resources,Neither,False
Portugal,PRT,2023,Household energy/HAP,-0.7226692885267759,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Portugal,PRT,2023,Ambient PM2.5,-0.4420367628840197,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Portugal,PRT,2023,Climate/transmission,-0.0859557390033474,same-year SDI-quintile peers,Climate/transmission,Neither,False
Portugal,PRT,2023,WASH,-0.3409147788107048,same-year SDI-quintile peers,WASH,Neither,False
Portugal,PRT,2023,Immunisation/UHC,-0.6231275904864559,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Portugal,PRT,2023,HIV/TB,0.2738169784797012,same-year SDI-quintile peers,HIV/TB,Neither,False
Portugal,PRT,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Portugal,PRT,2023,Health resources,-0.0096393469250106,same-year SDI-quintile peers,Health resources,Neither,False
Spain,ESP,2023,Household energy/HAP,-0.5510653799140901,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Spain,ESP,2023,Ambient PM2.5,-0.3613064398780616,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Spain,ESP,2023,Climate/transmission,-0.4228832069772381,same-year SDI-quintile peers,Climate/transmission,Neither,False
Spain,ESP,2023,WASH,-0.5098194974257029,same-year SDI-quintile peers,WASH,Neither,False
Spain,ESP,2023,Immunisation/UHC,-0.341214348099341,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Spain,ESP,2023,HIV/TB,-0.2066418859205819,same-year SDI-quintile peers,HIV/TB,Neither,False
Spain,ESP,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Spain,ESP,2023,Health resources,-0.0296241652496297,same-year SDI-quintile peers,Health resources,Neither,False
Sweden,SWE,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Sweden,SWE,2023,Ambient PM2.5,-0.6572303878424185,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Sweden,SWE,2023,Climate/transmission,-0.7407531529840168,same-year SDI-quintile peers,Climate/transmission,Neither,False
Sweden,SWE,2023,WASH,-0.3606360046721228,same-year SDI-quintile peers,WASH,Neither,False
Sweden,SWE,2023,Immunisation/UHC,-0.4471474467191532,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Sweden,SWE,2023,HIV/TB,-0.6812902798217447,same-year SDI-quintile peers,HIV/TB,Neither,False
Sweden,SWE,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Sweden,SWE,2023,Health resources,-1.152905169663751,same-year SDI-quintile peers,Health resources,Neither,False
Switzerland,CHE,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Switzerland,CHE,2023,Ambient PM2.5,-0.4693666145405572,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Switzerland,CHE,2023,Climate/transmission,-0.5406558853131843,same-year SDI-quintile peers,Climate/transmission,Neither,False
Switzerland,CHE,2023,WASH,-0.5247298584525366,same-year SDI-quintile peers,WASH,Neither,False
Switzerland,CHE,2023,Immunisation/UHC,-0.529197224659191,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Switzerland,CHE,2023,HIV/TB,-0.4695890863528109,same-year SDI-quintile peers,HIV/TB,Neither,False
Switzerland,CHE,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Switzerland,CHE,2023,Health resources,-3.174137221562692,same-year SDI-quintile peers,Health resources,Neither,False
United Kingdom,GBR,2023,Household energy/HAP,0.118127746636918,same-year SDI-quintile peers,Household energy/HAP,Neither,False
United Kingdom,GBR,2023,Ambient PM2.5,-0.3992373680365611,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
United Kingdom,GBR,2023,Climate/transmission,-0.1208691740836559,same-year SDI-quintile peers,Climate/transmission,Neither,False
United Kingdom,GBR,2023,WASH,-0.4484258259466775,same-year SDI-quintile peers,WASH,Neither,False
United Kingdom,GBR,2023,Immunisation/UHC,-0.4503492701521035,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
United Kingdom,GBR,2023,HIV/TB,-0.4063744269243938,same-year SDI-quintile peers,HIV/TB,Neither,False
United Kingdom,GBR,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
United Kingdom,GBR,2023,Health resources,-0.3339678755139171,same-year SDI-quintile peers,Health resources,Neither,False
Argentina,ARG,2023,Household energy/HAP,-0.4062049748841977,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Argentina,ARG,2023,Ambient PM2.5,-0.0994888967951774,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Argentina,ARG,2023,Climate/transmission,-0.5177521201944013,same-year SDI-quintile peers,Climate/transmission,Neither,False
Argentina,ARG,2023,WASH,,same-year SDI-quintile peers,WASH,Neither,False
Argentina,ARG,2023,Immunisation/UHC,1.2624517537755588,same-year SDI-quintile peers,Immunisation/UHC,Neither,True
Argentina,ARG,2023,HIV/TB,0.5501698412961558,same-year SDI-quintile peers,HIV/TB,Neither,True
Argentina,ARG,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Argentina,ARG,2023,Health resources,0.048958882825009,same-year SDI-quintile peers,Health resources,Neither,False
Chile,CHL,2023,Household energy/HAP,-0.6290243046358804,same-year SDI-quintile peers,Household energy/HAP,Neither,False
Chile,CHL,2023,Ambient PM2.5,0.437963932113504,same-year SDI-quintile peers,Ambient PM2.5,Neither,False
Chile,CHL,2023,Climate/transmission,-0.8476943675176454,same-year SDI-quintile peers,Climate/transmission,Neither,False
Chile,CHL,2023,WASH,-0.3096570668132279,same-year SDI-quintile peers,WASH,Neither,False
Chile,CHL,2023,Immunisation/UHC,-0.4901749026113328,same-year SDI-quintile peers,Immunisation/UHC,Neither,False
Chile,CHL,2023,HIV/TB,0.530837804590516,same-year SDI-quintile peers,HIV/TB,Neither,True
Chile,CHL,2023,Nutrition,,same-year SDI-quintile peers,Nutrition,Neither,False
Chile,CHL,2023,Health resources,0.4683179250677162,same-year SDI-quintile peers,Health resources,Neither,False
Uruguay,URY,2023,Household energy/HAP,-0.5633012566945597,same-year SDI-quintile peers,Household energy/HAP,Neither,False
