location_name,iso3,domain,adverse_z_2000,adverse_z_2023,delta_adverse_z,catchup_or_lag,profile_2000,profile_2023,transition_pathway
Latvia,LVA,Immunisation/UHC,0.2793335328887126,-0.2879129251426761,-0.5672464580313887,catch-up,Neither,Excess-only,Neither -> Excess-only
Latvia,LVA,WASH,1.6166586825388345,0.4632866558259407,-1.1533720267128937,catch-up,Neither,Excess-only,Neither -> Excess-only
Lebanon,LBN,Ambient PM2.5,-0.1175677579048067,0.65840414024196,0.7759718981467667,lag,Double-high,Excess-only,Double-high -> Excess-only
Lebanon,LBN,Climate/transmission,-0.1845652782424258,0.0644822054709481,0.2490474837133739,lag,Double-high,Excess-only,Double-high -> Excess-only
Lebanon,LBN,HIV/TB,-0.4440139016076168,-0.5172113531069941,-0.07319745149937729,catch-up,Double-high,Excess-only,Double-high -> Excess-only
Lebanon,LBN,Health resources,-2.7264256334221297,1.0016803726758845,3.728106006098014,lag,Double-high,Excess-only,Double-high -> Excess-only
Lebanon,LBN,Household energy/HAP,-0.5418803135203347,1.492999142650251,2.034879456170586,lag,Double-high,Excess-only,Double-high -> Excess-only
Lebanon,LBN,Immunisation/UHC,0.4299431095512544,2.4460912927886884,2.016148183237434,lag,Double-high,Excess-only,Double-high -> Excess-only
Lebanon,LBN,Nutrition,,0.6848158269340443,,stable,Double-high,Excess-only,Double-high -> Excess-only
Lebanon,LBN,WASH,0.2792365531622979,1.1868489377307905,0.9076123845684926,lag,Double-high,Excess-only,Double-high -> Excess-only
Lesotho,LSO,Ambient PM2.5,-0.1295029955628439,-0.2762736204848867,-0.1467706249220428,catch-up,Double-high,Double-high,Double-high -> Double-high
Lesotho,LSO,Climate/transmission,-1.833380959084716,-2.596445163049067,-0.7630642039643507,catch-up,Double-high,Double-high,Double-high -> Double-high
Lesotho,LSO,HIV/TB,2.321394847772915,3.582232904844264,1.2608380570713487,lag,Double-high,Double-high,Double-high -> Double-high
Lesotho,LSO,Health resources,0.3888312841832925,-1.1416801476896536,-1.530511431872946,catch-up,Double-high,Double-high,Double-high -> Double-high
Lesotho,LSO,Household energy/HAP,0.3918586997038608,-0.7789249165234687,-1.1707836162273295,catch-up,Double-high,Double-high,Double-high -> Double-high
Lesotho,LSO,Immunisation/UHC,-0.0624915217157516,-0.8171558206088919,-0.7546642988931404,catch-up,Double-high,Double-high,Double-high -> Double-high
Lesotho,LSO,WASH,0.4010094141350179,-0.2445642995495124,-0.6455737136845303,catch-up,Double-high,Double-high,Double-high -> Double-high
Liberia,LBR,Ambient PM2.5,-0.7408321418818554,-0.8273295937375675,-0.08649745185571212,catch-up,Structural high,Structural high,Structural high -> Structural high
Liberia,LBR,Climate/transmission,0.7515842990012517,0.8628306496400358,0.11124635063878408,lag,Structural high,Structural high,Structural high -> Structural high
Liberia,LBR,HIV/TB,-0.3528714457315741,-0.1024258215021469,0.2504456242294272,lag,Structural high,Structural high,Structural high -> Structural high
Liberia,LBR,Health resources,0.5839603177337419,-0.7267927213378704,-1.3107530390716122,catch-up,Structural high,Structural high,Structural high -> Structural high
Liberia,LBR,Household energy/HAP,1.0293918621100546,1.0481156325648524,0.018723770454797783,lag,Structural high,Structural high,Structural high -> Structural high
Liberia,LBR,Immunisation/UHC,0.6005486099149601,-0.3317131983927577,-0.9322618083077178,catch-up,Structural high,Structural high,Structural high -> Structural high
Liberia,LBR,Nutrition,0.0818401228485078,,,stable,Structural high,Structural high,Structural high -> Structural high
Liberia,LBR,WASH,0.5103041740950959,0.2702761393630062,-0.24002803473208967,catch-up,Structural high,Structural high,Structural high -> Structural high
Libya,LBY,Ambient PM2.5,0.3250284932689843,0.2483869031069971,-0.07664159016198721,catch-up,Excess-only,Double-high,Excess-only -> Double-high
Libya,LBY,Climate/transmission,0.0560316972656888,-0.244769477794953,-0.3008011750606418,catch-up,Excess-only,Double-high,Excess-only -> Double-high
Libya,LBY,HIV/TB,-0.4105063160557397,0.3717447951051215,0.7822511111608612,lag,Excess-only,Double-high,Excess-only -> Double-high
Libya,LBY,Health resources,0.4910535322970943,0.9257256188162772,0.43467208651918293,lag,Excess-only,Double-high,Excess-only -> Double-high
Libya,LBY,Household energy/HAP,-1.2440328368388467,-0.4821102552306085,0.7619225816082382,lag,Excess-only,Double-high,Excess-only -> Double-high
Libya,LBY,Immunisation/UHC,0.6609786670862053,1.3171606795796984,0.6561820124934931,lag,Excess-only,Double-high,Excess-only -> Double-high
Libya,LBY,WASH,0.2315021902028197,1.4284707008474165,1.1969685106445969,lag,Excess-only,Double-high,Excess-only -> Double-high
Lithuania,LTU,Ambient PM2.5,0.896105203844658,-0.320510016816754,-1.216615220661412,catch-up,Neither,Excess-only,Neither -> Excess-only
Lithuania,LTU,Climate/transmission,-0.2995641932662043,-0.7415499619192522,-0.44198576865304784,catch-up,Neither,Excess-only,Neither -> Excess-only
Lithuania,LTU,HIV/TB,0.7514463627994581,0.095391932288667,-0.656054430510791,catch-up,Neither,Excess-only,Neither -> Excess-only
Lithuania,LTU,Health resources,-0.5214121589867543,0.3553966898576536,0.8768088488444079,lag,Neither,Excess-only,Neither -> Excess-only
Lithuania,LTU,Household energy/HAP,1.3625658809018086,-0.6637945778236097,-2.0263604587254185,catch-up,Neither,Excess-only,Neither -> Excess-only
Lithuania,LTU,Immunisation/UHC,0.7036217934309376,0.138316916081844,-0.5653048773490936,catch-up,Neither,Excess-only,Neither -> Excess-only
Lithuania,LTU,Nutrition,,-0.9695660384685926,,stable,Neither,Excess-only,Neither -> Excess-only
Lithuania,LTU,WASH,1.5800649469442076,-0.169525407524741,-1.7495903544689486,catch-up,Neither,Excess-only,Neither -> Excess-only
Luxembourg,LUX,Ambient PM2.5,-0.1457636268537555,-0.5240116050784905,-0.37824797822473505,catch-up,Neither,Neither,Neither -> Neither
Luxembourg,LUX,Climate/transmission,-0.161063845033678,-0.4857765252271873,-0.3247126801935093,catch-up,Neither,Neither,Neither -> Neither
Luxembourg,LUX,HIV/TB,-0.3640189276927161,-0.2481265061704807,0.11589242152223539,lag,Neither,Neither,Neither -> Neither
Luxembourg,LUX,Health resources,-0.2058977817281113,-1.6409727581123752,-1.4350749763842638,catch-up,Neither,Neither,Neither -> Neither
Luxembourg,LUX,Household energy/HAP,1.0326248015993424,0.118127746636918,-0.9144970549624245,catch-up,Neither,Neither,Neither -> Neither
Luxembourg,LUX,Immunisation/UHC,-0.5789472617695243,-0.6160208174607595,-0.03707355569123527,catch-up,Neither,Neither,Neither -> Neither
Luxembourg,LUX,WASH,-0.3006753562350323,-0.3046165409145104,-0.003941184679478127,catch-up,Neither,Neither,Neither -> Neither
Madagascar,MDG,Ambient PM2.5,-1.2492731648698774,-1.185073426762822,0.06419973810705537,lag,Double-high,Structural high,Double-high -> Structural high
Madagascar,MDG,Climate/transmission,-0.2258158975576326,-0.2630950874527981,-0.03727918989516549,catch-up,Double-high,Structural high,Double-high -> Structural high
Madagascar,MDG,HIV/TB,-0.4756056481528711,-0.1705431836578097,0.30506246449506136,lag,Double-high,Structural high,Double-high -> Structural high
Madagascar,MDG,Health resources,0.5437177313257116,1.1925098847245248,0.6487921533988132,lag,Double-high,Structural high,Double-high -> Structural high
Madagascar,MDG,Household energy/HAP,0.7492274274236341,0.8282445402865224,0.07901711286288826,lag,Double-high,Structural high,Double-high -> Structural high
Madagascar,MDG,Immunisation/UHC,0.6807016317620671,0.8467729426120287,0.16607131084996163,lag,Double-high,Structural high,Double-high -> Structural high
Madagascar,MDG,WASH,1.226104196851121,1.2044092513506302,-0.021694945500490892,catch-up,Double-high,Structural high,Double-high -> Structural high
Malawi,MWI,Ambient PM2.5,-0.7655033207782788,-0.9047263351030992,-0.13922301432482043,catch-up,Double-high,Structural high,Double-high -> Structural high
Malawi,MWI,Climate/transmission,-0.461969943120855,-0.7551048276371536,-0.2931348845162986,catch-up,Double-high,Structural high,Double-high -> Structural high
Malawi,MWI,HIV/TB,1.1480202206606993,0.3638253335130288,-0.7841948871476705,catch-up,Double-high,Structural high,Double-high -> Structural high
Malawi,MWI,Health resources,0.5726422137411009,0.6638411312869813,0.09119891754588039,lag,Double-high,Structural high,Double-high -> Structural high
Malawi,MWI,Household energy/HAP,0.8660819246311602,0.894220200785851,0.028138276154690778,lag,Double-high,Structural high,Double-high -> Structural high
Malawi,MWI,Immunisation/UHC,0.1986225528315368,-0.7801254550387658,-0.9787480078703026,catch-up,Double-high,Structural high,Double-high -> Structural high
Malawi,MWI,Nutrition,0.3640895683054933,,,stable,Double-high,Structural high,Double-high -> Structural high
Malawi,MWI,WASH,0.7200123343614176,-0.1337049136794212,-0.8537172480408388,catch-up,Double-high,Structural high,Double-high -> Structural high
Malaysia,MYS,Ambient PM2.5,0.0342302979802743,-0.0062936177651863,-0.0405239157454606,catch-up,Excess-only,Excess-only,Excess-only -> Excess-only
Malaysia,MYS,Climate/transmission,1.188426060928827,1.4226663201037075,0.23424025917488045,lag,Excess-only,Excess-only,Excess-only -> Excess-only
Malaysia,MYS,HIV/TB,1.1347837911732763,1.5179330416109225,0.38314925043764614,lag,Excess-only,Excess-only,Excess-only -> Excess-only
Malaysia,MYS,Health resources,1.053391141311688,1.0391445335378122,-0.014246607773875875,catch-up,Excess-only,Excess-only,Excess-only -> Excess-only
Malaysia,MYS,Household energy/HAP,-0.6647048421917583,0.1407015663279773,0.8054064085197357,lag,Excess-only,Excess-only,Excess-only -> Excess-only
Malaysia,MYS,Immunisation/UHC,-0.1694346611649961,-0.2793640198753435,-0.1099293587103474,catch-up,Excess-only,Excess-only,Excess-only -> Excess-only
Malaysia,MYS,WASH,-0.2218610164849628,0.3156786047384651,0.5375396212234279,lag,Excess-only,Excess-only,Excess-only -> Excess-only
Maldives,MDV,Ambient PM2.5,-0.6092030113570807,-1.053377874762688,-0.4441748634056074,catch-up,Neither,Neither,Neither -> Neither
Maldives,MDV,Climate/transmission,1.1279382284035748,0.8915833502037579,-0.23635487819981693,catch-up,Neither,Neither,Neither -> Neither
Maldives,MDV,HIV/TB,-0.5615585304275715,-0.6402778241063403,-0.07871929367876873,catch-up,Neither,Neither,Neither -> Neither
Maldives,MDV,Health resources,-2.037159214613013,-3.488806812312619,-1.4516475976996057,catch-up,Neither,Neither,Neither -> Neither
Maldives,MDV,Household energy/HAP,-1.1032959959974604,-0.8762908858422638,0.22700511015519664,lag,Neither,Neither,Neither -> Neither
Maldives,MDV,Immunisation/UHC,-0.7028718803018049,-0.3380835676693841,0.36478831263242084,lag,Neither,Neither,Neither -> Neither
Maldives,MDV,WASH,-1.426982085976611,-0.9444488787316364,0.4825332072449745,lag,Neither,Neither,Neither -> Neither
Mali,MLI,Ambient PM2.5,0.3615218049437441,0.3113842288567908,-0.050137576086953295,catch-up,Neither,Structural high,Neither -> Structural high
Mali,MLI,Climate/transmission,0.0896166749675831,0.1724355583092293,0.0828188833416462,lag,Neither,Structural high,Neither -> Structural high
Mali,MLI,HIV/TB,-0.4941000271601672,-0.6909314773662837,-0.19683145020611648,catch-up,Neither,Structural high,Neither -> Structural high
Mali,MLI,Health resources,0.611203845767587,0.5850355842125768,-0.026168261555010175,catch-up,Neither,Structural high,Neither -> Structural high
Mali,MLI,Household energy/HAP,0.8182829262914793,0.6532188784814206,-0.16506404781005868,catch-up,Neither,Structural high,Neither -> Structural high
Mali,MLI,Immunisation/UHC,0.7188459378874227,0.1534879647607834,-0.5653579731266393,catch-up,Neither,Structural high,Neither -> Structural high
Mali,MLI,WASH,0.6798247584514969,-0.486422306225835,-1.166247064677332,catch-up,Neither,Structural high,Neither -> Structural high
Malta,MLT,Ambient PM2.5,-0.178562705497702,-0.3166314719823642,-0.13806876648466218,catch-up,Neither,Neither,Neither -> Neither
Malta,MLT,Climate/transmission,0.4904460355138664,0.5413459993568256,0.050899963842959195,lag,Neither,Neither,Neither -> Neither
Malta,MLT,HIV/TB,-0.44461433598536,-0.1414517683850268,0.3031625676003332,lag,Neither,Neither,Neither -> Neither
Malta,MLT,Health resources,0.5328969339529955,-0.1974065067847229,-0.7303034407377185,catch-up,Neither,Neither,Neither -> Neither
Malta,MLT,Household energy/HAP,-0.394577060330654,0.118127746636918,0.5127048069675719,lag,Neither,Neither,Neither -> Neither
Malta,MLT,Immunisation/UHC,-0.1826448424801685,-0.3395251662242329,-0.1568803237440644,catch-up,Neither,Neither,Neither -> Neither
Malta,MLT,WASH,-0.5364454332995544,-0.5343260169820003,0.0021194163175540792,lag,Neither,Neither,Neither -> Neither
Marshall Islands,MHL,Ambient PM2.5,-1.65062162932907,-1.3199606554108334,0.3306609739182367,lag,Neither,Double-high,Neither -> Double-high
Marshall Islands,MHL,Climate/transmission,1.1667998712810566,0.9602716777958672,-0.20652819348518936,catch-up,Neither,Double-high,Neither -> Double-high
Marshall Islands,MHL,HIV/TB,-0.4048149799681298,2.7798800339739884,3.184695013942118,lag,Neither,Double-high,Neither -> Double-high
Marshall Islands,MHL,Health resources,-1.3994555954515333,-0.9278377418216628,0.4716178536298705,lag,Neither,Double-high,Neither -> Double-high
Marshall Islands,MHL,Household energy/HAP,0.1304725778947431,0.0286828744061443,-0.1017897034885988,catch-up,Neither,Double-high,Neither -> Double-high
Marshall Islands,MHL,Immunisation/UHC,-0.8357801908346731,0.1871360288296546,1.0229162196643278,lag,Neither,Double-high,Neither -> Double-high
Marshall Islands,MHL,WASH,-1.2825693285380142,-0.0206073034245834,1.2619620251134307,lag,Neither,Double-high,Neither -> Double-high
Mauritania,MRT,Ambient PM2.5,1.4257579395938844,1.0213644168222105,-0.40439352277167395,catch-up,Structural high,Structural high,Structural high -> Structural high
Mauritania,MRT,Climate/transmission,-0.0228026700317992,-0.0551317496026588,-0.0323290795708596,catch-up,Structural high,Structural high,Structural high -> Structural high
Mauritania,MRT,HIV/TB,-0.3926381174601943,-0.728596682203463,-0.3359585647432687,catch-up,Structural high,Structural high,Structural high -> Structural high
Mauritania,MRT,Health resources,0.3975919810894137,-0.4643779842433826,-0.8619699653327964,catch-up,Structural high,Structural high,Structural high -> Structural high
Mauritania,MRT,Household energy/HAP,-0.3664965874566087,-1.291470965195078,-0.9249743777384694,catch-up,Structural high,Structural high,Structural high -> Structural high
Mauritania,MRT,Immunisation/UHC,0.6138832604759803,-0.4180416998012096,-1.0319249602771898,catch-up,Structural high,Structural high,Structural high -> Structural high
Mauritania,MRT,Nutrition,0.7340972935341253,,,stable,Structural high,Structural high,Structural high -> Structural high
Mauritania,MRT,WASH,0.8470584424448012,-0.4724087587173664,-1.3194672011621675,catch-up,Structural high,Structural high,Structural high -> Structural high
Mauritius,MUS,Ambient PM2.5,-1.011906183271468,-0.1170126973939495,0.8948934858775185,lag,Excess-only,Double-high,Excess-only -> Double-high
Mauritius,MUS,Climate/transmission,0.7509353076744807,1.0872795766262202,0.3363442689517395,lag,Excess-only,Double-high,Excess-only -> Double-high
Mauritius,MUS,HIV/TB,-0.5701230346504835,-0.357315150251107,0.21280788439937653,lag,Excess-only,Double-high,Excess-only -> Double-high
Mauritius,MUS,Health resources,0.3951899954369755,0.8728871132457787,0.4776971178088032,lag,Excess-only,Double-high,Excess-only -> Double-high
Mauritius,MUS,Household energy/HAP,-1.0776275717310302,-0.5108670331334483,0.5667605385975819,lag,Excess-only,Double-high,Excess-only -> Double-high
Mauritius,MUS,Immunisation/UHC,0.1220730386168992,-0.0760467279030517,-0.1981197665199509,catch-up,Excess-only,Double-high,Excess-only -> Double-high
Mauritius,MUS,WASH,-1.1518545596493848,-0.2337802811760375,0.9180742784733473,lag,Excess-only,Double-high,Excess-only -> Double-high
Mexico,MEX,Ambient PM2.5,-0.4552325517491764,-0.3882957411070826,0.06693681064209378,lag,Neither,Neither,Neither -> Neither
Mexico,MEX,Climate/transmission,-0.4534966152177422,-0.5634473516704651,-0.10995073645272291,catch-up,Neither,Neither,Neither -> Neither
Mexico,MEX,HIV/TB,-0.4131456637114765,-0.3939942090109262,0.019151454700550297,lag,Neither,Neither,Neither -> Neither
Mexico,MEX,Health resources,-0.4974166402756628,-0.4886556335107829,0.008761006764879897,lag,Neither,Neither,Neither -> Neither
Mexico,MEX,Household energy/HAP,-0.9967283427420746,-0.3254739333432761,0.6712544093987984,lag,Neither,Neither,Neither -> Neither
Mexico,MEX,Immunisation/UHC,-1.1938963299939185,-0.1405670740756036,1.053329255918315,lag,Neither,Neither,Neither -> Neither
Mexico,MEX,WASH,-0.2588840250483426,-0.5842794681165103,-0.3253954430681677,catch-up,Neither,Neither,Neither -> Neither
Micronesia (Federated States of),FSM,Ambient PM2.5,-1.6600153704004432,-1.365050913055161,0.2949644573452823,lag,Neither,Neither,Neither -> Neither
Micronesia (Federated States of),FSM,Climate/transmission,1.206184102552448,0.9724194192868212,-0.23376468326562683,catch-up,Neither,Neither,Neither -> Neither
Micronesia (Federated States of),FSM,HIV/TB,-0.1747646185858433,0.6928820279083325,0.8676466464941759,lag,Neither,Neither,Neither -> Neither
Micronesia (Federated States of),FSM,Health resources,-1.0911641408108068,-0.2157325725139992,0.8754315682968077,lag,Neither,Neither,Neither -> Neither
Micronesia (Federated States of),FSM,Household energy/HAP,0.1230474737136711,1.41816866112979,1.2951211874161188,lag,Neither,Neither,Neither -> Neither
Micronesia (Federated States of),FSM,Immunisation/UHC,-1.622422386856149,0.34807971005027,1.9705020969064189,lag,Neither,Neither,Neither -> Neither
Micronesia (Federated States of),FSM,WASH,-0.430404760271781,,,stable,Neither,Neither,Neither -> Neither
Monaco,MCO,Ambient PM2.5,0.0203854587681179,-0.2816920001053923,-0.30207745887351023,catch-up,Neither,Neither,Neither -> Neither
Monaco,MCO,Climate/transmission,-0.1368606632758461,-0.3246619912249098,-0.1878013279490637,catch-up,Neither,Neither,Neither -> Neither
Monaco,MCO,HIV/TB,-0.6613378872639418,-0.7974472165214612,-0.1361093292575194,catch-up,Neither,Neither,Neither -> Neither
Monaco,MCO,Health resources,-1.35678296282606,-1.8044675792204965,-0.4476846163944366,catch-up,Neither,Neither,Neither -> Neither
Monaco,MCO,Household energy/HAP,1.0326248015993424,0.118127746636918,-0.9144970549624245,catch-up,Neither,Neither,Neither -> Neither
Monaco,MCO,Immunisation/UHC,-0.7013200461961814,-0.0155337514475139,0.6857862947486675,lag,Neither,Neither,Neither -> Neither
Monaco,MCO,WASH,-0.5417472150306917,-0.5343260169820003,0.0074211980486913465,lag,Neither,Neither,Neither -> Neither
Mongolia,MNG,Ambient PM2.5,0.1553308252284033,1.3711661035379357,1.2158352783095323,lag,Neither,Neither,Neither -> Neither
Mongolia,MNG,Climate/transmission,-2.286367495126511,-2.302518247720844,-0.01615075259433274,catch-up,Neither,Neither,Neither -> Neither
Mongolia,MNG,HIV/TB,0.4950012258740327,0.4586897602372697,-0.03631146563676302,catch-up,Neither,Neither,Neither -> Neither
Mongolia,MNG,Health resources,0.076135131646168,-0.0723078568237544,-0.1484429884699224,catch-up,Neither,Neither,Neither -> Neither
Mongolia,MNG,Household energy/HAP,1.5630192108161023,0.4687099502262546,-1.0943092605898477,catch-up,Neither,Neither,Neither -> Neither
Mongolia,MNG,Immunisation/UHC,0.1057399608122705,-0.7776003753856605,-0.8833403361979311,catch-up,Neither,Neither,Neither -> Neither
Mongolia,MNG,Nutrition,0.7203304880651624,-0.9757839125251696,-1.6961144005903321,catch-up,Neither,Neither,Neither -> Neither
Mongolia,MNG,WASH,2.851370369753438,1.7894783384718205,-1.0618920312816174,catch-up,Neither,Neither,Neither -> Neither
Montenegro,MNE,Ambient PM2.5,0.1796513507506254,0.1526493236634235,-0.027002027087201924,catch-up,Neither,Excess-only,Neither -> Excess-only
Montenegro,MNE,Climate/transmission,-0.7597038582770042,-0.4122645494988011,0.34743930877820306,lag,Neither,Excess-only,Neither -> Excess-only
Montenegro,MNE,HIV/TB,-0.7175949614759235,-0.4184384477500923,0.2991565137258312,lag,Neither,Excess-only,Neither -> Excess-only
Montenegro,MNE,Health resources,0.3225791431810703,0.6437400877726994,0.32116094459162914,lag,Neither,Excess-only,Neither -> Excess-only
Montenegro,MNE,Household energy/HAP,0.8713296419010523,1.647802445351823,0.7764728034507706,lag,Neither,Excess-only,Neither -> Excess-only
Montenegro,MNE,Immunisation/UHC,0.4967997067579301,1.5021133185650712,1.005313611807141,lag,Neither,Excess-only,Neither -> Excess-only
Montenegro,MNE,WASH,,-0.1665684031635205,,stable,Neither,Excess-only,Neither -> Excess-only
Morocco,MAR,Ambient PM2.5,-0.7638536923618433,-0.1930535977300845,0.5708000946317588,lag,Double-high,Neither,Double-high -> Neither
Morocco,MAR,Climate/transmission,-1.0446492505731308,-0.8819271499260095,0.16272210064712134,lag,Double-high,Neither,Double-high -> Neither
Morocco,MAR,HIV/TB,-0.5931588547932702,-0.4658381927193357,0.12732066207393455,lag,Double-high,Neither,Double-high -> Neither
Morocco,MAR,Health resources,0.0063019962568717,0.8032250919487304,0.7969230956918587,lag,Double-high,Neither,Double-high -> Neither
Morocco,MAR,Household energy/HAP,-1.7371358389144134,-1.2230474356790908,0.5140884032353226,lag,Double-high,Neither,Double-high -> Neither
Morocco,MAR,Immunisation/UHC,-0.7162065308628254,-0.6065748108714202,0.1096317199914052,lag,Double-high,Neither,Double-high -> Neither
Morocco,MAR,WASH,-0.5540856765171104,-0.4291642855816181,0.12492139093549226,lag,Double-high,Neither,Double-high -> Neither
Mozambique,MOZ,Ambient PM2.5,-0.9099028067850676,-1.0987229466455444,-0.18882013986047674,catch-up,Structural high,Neither,Structural high -> Neither
Mozambique,MOZ,Climate/transmission,0.0204085106142977,-0.2157273049889983,-0.236135815603296,catch-up,Structural high,Neither,Structural high -> Neither
Mozambique,MOZ,HIV/TB,0.4872610817116315,1.9345901525286764,1.447329070817045,lag,Structural high,Neither,Structural high -> Neither
Mozambique,MOZ,Health resources,0.788901897828643,0.4043501523511671,-0.38455174547747584,catch-up,Structural high,Neither,Structural high -> Neither
Mozambique,MOZ,Household energy/HAP,0.9914080481611328,0.822226847254006,-0.16918120090712685,catch-up,Structural high,Neither,Structural high -> Neither
Mozambique,MOZ,Immunisation/UHC,0.3169198808039994,0.3029802102544876,-0.013939670549511785,catch-up,Structural high,Neither,Structural high -> Neither
Mozambique,MOZ,WASH,1.394665041964086,0.3855510755934354,-1.0091139663706508,catch-up,Structural high,Neither,Structural high -> Neither
Myanmar,MMR,Ambient PM2.5,0.6910146511947283,1.0669653280420872,0.37595067684735894,lag,Structural high,Structural high,Structural high -> Structural high
Myanmar,MMR,Climate/transmission,0.2653721569363115,0.2963130566150414,0.030940899678729927,lag,Structural high,Structural high,Structural high -> Structural high
Myanmar,MMR,HIV/TB,0.0102369047267063,0.3574691179218044,0.3472322131950981,lag,Structural high,Structural high,Structural high -> Structural high
Myanmar,MMR,Health resources,0.451362685934228,0.6164231419640924,0.1650604560298644,lag,Structural high,Structural high,Structural high -> Structural high
Myanmar,MMR,Household energy/HAP,0.8539192242693778,0.1926163731674039,-0.661302851101974,catch-up,Structural high,Structural high,Structural high -> Structural high
Myanmar,MMR,Immunisation/UHC,-0.0513067536744084,0.8472599851954686,0.898566738869877,lag,Structural high,Structural high,Structural high -> Structural high
Myanmar,MMR,Nutrition,0.2908163547231489,,,stable,Structural high,Structural high,Structural high -> Structural high
Myanmar,MMR,WASH,-0.1206370202613796,0.1908913615620958,0.3115283818234754,lag,Structural high,Structural high,Structural high -> Structural high
Namibia,NAM,Ambient PM2.5,-0.8777800519769441,-0.5395768170113404,0.33820323496560367,lag,Double-high,Double-high,Double-high -> Double-high
Namibia,NAM,Climate/transmission,-1.0400393226746176,-0.6901385340663988,0.3499007886082188,lag,Double-high,Double-high,Double-high -> Double-high
Namibia,NAM,HIV/TB,1.730493049168444,0.9681261307102784,-0.7623669184581656,catch-up,Double-high,Double-high,Double-high -> Double-high
Namibia,NAM,Health resources,-2.008608711755102,-0.0117683042188777,1.9968404075362245,lag,Double-high,Double-high,Double-high -> Double-high
Namibia,NAM,Household energy/HAP,-0.9851315366574024,-0.4216254499545193,0.5635060867028832,lag,Double-high,Double-high,Double-high -> Double-high
Namibia,NAM,Immunisation/UHC,-0.3456848953837543,-0.1181741921141042,0.22751070326965012,lag,Double-high,Double-high,Double-high -> Double-high
Namibia,NAM,Nutrition,-0.2182744579164081,,,stable,Double-high,Double-high,Double-high -> Double-high
Namibia,NAM,WASH,-0.1143580806316529,1.027750819624486,1.1421089002561389,lag,Double-high,Double-high,Double-high -> Double-high
Nauru,NRU,Ambient PM2.5,-1.5879006609225794,-1.2631505103684988,0.32475015055408063,lag,Double-high,Double-high,Double-high -> Double-high
Nauru,NRU,Climate/transmission,1.140647476153582,0.959194875728018,-0.1814526004255641,catch-up,Double-high,Double-high,Double-high -> Double-high
Nauru,NRU,HIV/TB,-0.7865468983057701,-0.270045489014616,0.5165014092911541,lag,Double-high,Double-high,Double-high -> Double-high
Nauru,NRU,Health resources,-5.053993666177366,-3.504273369578167,1.5497202965991987,lag,Double-high,Double-high,Double-high -> Double-high
Nauru,NRU,Household energy/HAP,-2.225094726781763,-1.3036074667526305,0.9214872600291326,lag,Double-high,Double-high,Double-high -> Double-high
Nauru,NRU,Immunisation/UHC,0.4020982600953904,-0.6726446179230278,-1.074742878018418,catch-up,Double-high,Double-high,Double-high -> Double-high
Nauru,NRU,Nutrition,,0.1305109290418554,,stable,Double-high,Double-high,Double-high -> Double-high
Nauru,NRU,WASH,-1.3137855893356876,-0.3753666113792648,0.9384189779564227,lag,Double-high,Double-high,Double-high -> Double-high
Nepal,NPL,Ambient PM2.5,0.7527334428080713,1.4546307917870258,0.7018973489789545,lag,Double-high,Structural high,Double-high -> Structural high
Nepal,NPL,Climate/transmission,-0.259996720252099,-0.1116428134285365,0.14835390682356253,lag,Double-high,Structural high,Double-high -> Structural high
Nepal,NPL,HIV/TB,-0.2009697159391917,-0.1753955962210412,0.02557411971815049,lag,Double-high,Structural high,Double-high -> Structural high
Nepal,NPL,Health resources,0.5789147770964599,-2.2839670383698145,-2.8628818154662743,catch-up,Double-high,Structural high,Double-high -> Structural high
Nepal,NPL,Household energy/HAP,0.6529951757824063,-0.7278360578200619,-1.3808312336024682,catch-up,Double-high,Structural high,Double-high -> Structural high
Nepal,NPL,Immunisation/UHC,0.354773949967383,-1.015648951629691,-1.370422901597074,catch-up,Double-high,Structural high,Double-high -> Structural high
Nepal,NPL,WASH,0.038587571823037,-1.560435645588324,-1.599023217411361,catch-up,Double-high,Structural high,Double-high -> Structural high
Netherlands,NLD,Ambient PM2.5,-0.0221177608019453,-0.4529575464218592,-0.43083978561991393,catch-up,Neither,Neither,Neither -> Neither
Netherlands,NLD,Climate/transmission,-0.0622803522137875,-0.2022564507454129,-0.1399760985316254,catch-up,Neither,Neither,Neither -> Neither
Netherlands,NLD,HIV/TB,-0.4051225859219645,-0.6653707111423467,-0.2602481252203822,catch-up,Neither,Neither,Neither -> Neither
Netherlands,NLD,Health resources,-0.3267155481331134,-1.2129268961811193,-0.8862113480480058,catch-up,Neither,Neither,Neither -> Neither
Netherlands,NLD,Household energy/HAP,-0.3099308932318271,0.118127746636918,0.4280586398687451,lag,Neither,Neither,Neither -> Neither
Netherlands,NLD,Immunisation/UHC,-0.54111266550662,-0.2727958844283369,0.26831678107828305,lag,Neither,Neither,Neither -> Neither
Netherlands,NLD,WASH,-0.3389064222552557,-0.3103670761353994,0.028539346119856313,lag,Neither,Neither,Neither -> Neither
New Zealand,NZL,Ambient PM2.5,-0.631215991300266,-0.5576774515220028,0.07353853977826319,lag,Neither,Neither,Neither -> Neither
New Zealand,NZL,Climate/transmission,0.1230612313973063,0.1131116223485892,-0.009949609048717112,catch-up,Neither,Neither,Neither -> Neither
New Zealand,NZL,HIV/TB,-0.3801380093512448,-0.6219106327853099,-0.24177262343406508,catch-up,Neither,Neither,Neither -> Neither
