location_name,iso3,domain,adverse_z_2000,adverse_z_2023,delta_adverse_z,catchup_or_lag,profile_2000,profile_2023,transition_pathway
Denmark,DNK,WASH,-0.4997101936007682,-0.4957230220923186,0.003987171508449572,lag,Neither,Neither,Neither -> Neither
Djibouti,DJI,Ambient PM2.5,0.688730571469159,0.6201114775976034,-0.06861909387155551,catch-up,Structural high,Structural high,Structural high -> Structural high
Djibouti,DJI,Climate/transmission,0.2947354908507607,0.4964756144930058,0.20174012364224514,lag,Structural high,Structural high,Structural high -> Structural high
Djibouti,DJI,HIV/TB,2.997340961557964,0.7978144550655205,-2.199526506492443,catch-up,Structural high,Structural high,Structural high -> Structural high
Djibouti,DJI,Health resources,0.2431546610685791,-0.1416830239122408,-0.38483768498081994,catch-up,Structural high,Structural high,Structural high -> Structural high
Djibouti,DJI,Household energy/HAP,0.2876541863746338,-0.520939828045348,-0.8085940144199818,catch-up,Structural high,Structural high,Structural high -> Structural high
Djibouti,DJI,Immunisation/UHC,0.5314352376282102,0.1659692984672569,-0.3654659391609533,catch-up,Structural high,Structural high,Structural high -> Structural high
Djibouti,DJI,Nutrition,,0.4962743039148182,,stable,Structural high,Structural high,Structural high -> Structural high
Djibouti,DJI,WASH,-0.3790762159730368,-0.7671991804719596,-0.38812296449892275,catch-up,Structural high,Structural high,Structural high -> Structural high
Dominica,DMA,Ambient PM2.5,-0.6091233148011928,-0.2731855900910992,0.33593772471009353,lag,Neither,Excess-only,Neither -> Excess-only
Dominica,DMA,Climate/transmission,1.0891582449854669,1.3412555177155252,0.25209727273005833,lag,Neither,Excess-only,Neither -> Excess-only
Dominica,DMA,HIV/TB,0.1601575075920033,0.0762711677658977,-0.08388633982610562,catch-up,Neither,Excess-only,Neither -> Excess-only
Dominica,DMA,Health resources,0.0699811670422507,0.9177352057908243,0.8477540387485737,lag,Neither,Excess-only,Neither -> Excess-only
Dominica,DMA,Household energy/HAP,0.5586918347816099,1.7498226650196629,1.191130830238053,lag,Neither,Excess-only,Neither -> Excess-only
Dominica,DMA,Immunisation/UHC,-0.0702554161975032,2.462053370585928,2.5323087867834313,lag,Neither,Excess-only,Neither -> Excess-only
Dominica,DMA,WASH,1.428046173858263,0.8233832227350074,-0.6046629511232556,catch-up,Neither,Excess-only,Neither -> Excess-only
Dominican Republic,DOM,Ambient PM2.5,-0.9794437050764588,-0.8726405626377045,0.10680314243875433,lag,Neither,Neither,Neither -> Neither
Dominican Republic,DOM,Climate/transmission,0.4925678338473382,0.6330768460326266,0.14050901218528838,lag,Neither,Neither,Neither -> Neither
Dominican Republic,DOM,HIV/TB,-0.4344627545362697,-0.0274417904120801,0.4070209641241896,lag,Neither,Neither,Neither -> Neither
Dominican Republic,DOM,Health resources,-1.161502556870768,-0.3390742125538568,0.8224283443169111,lag,Neither,Neither,Neither -> Neither
Dominican Republic,DOM,Household energy/HAP,-1.9745681865383449,-0.6890556339191821,1.2855125526191626,lag,Neither,Neither,Neither -> Neither
Dominican Republic,DOM,Immunisation/UHC,-0.7114714103805132,-0.5191603152475445,0.19231109513296873,lag,Neither,Neither,Neither -> Neither
Dominican Republic,DOM,Nutrition,-1.99512172672936,,,stable,Neither,Neither,Neither -> Neither
Dominican Republic,DOM,WASH,-1.3683627724191083,-0.2761227970968752,1.0922399753222332,lag,Neither,Neither,Neither -> Neither
Ecuador,ECU,Ambient PM2.5,1.100586965998858,-0.1454264468127183,-1.2460134128115763,catch-up,Excess-only,Neither,Excess-only -> Neither
Ecuador,ECU,Climate/transmission,0.3085737656512964,0.37054114816562,0.0619673825143236,lag,Excess-only,Neither,Excess-only -> Neither
Ecuador,ECU,HIV/TB,-0.1991694759564145,-0.2262178221330559,-0.027048346176641425,catch-up,Excess-only,Neither,Excess-only -> Neither
Ecuador,ECU,Health resources,0.7565954351287069,0.3138673571364304,-0.4427280779922765,catch-up,Excess-only,Neither,Excess-only -> Neither
Ecuador,ECU,Household energy/HAP,-0.4666123486464982,0.2831255678282042,0.7497379164747024,lag,Excess-only,Neither,Excess-only -> Neither
Ecuador,ECU,Immunisation/UHC,0.2000708205859376,0.5286562911974612,0.32858547061152354,lag,Excess-only,Neither,Excess-only -> Neither
Ecuador,ECU,Nutrition,,0.2755774999169745,,stable,Excess-only,Neither,Excess-only -> Neither
Ecuador,ECU,WASH,0.3896624209976114,0.7093528106924054,0.319690389694794,lag,Excess-only,Neither,Excess-only -> Neither
Egypt,EGY,Ambient PM2.5,1.19047508588894,1.4061061768277026,0.21563109093876265,lag,Double-high,Double-high,Double-high -> Double-high
Egypt,EGY,Climate/transmission,-1.3280624057902757,-1.0115890283028248,0.31647337748745086,lag,Double-high,Double-high,Double-high -> Double-high
Egypt,EGY,HIV/TB,-0.7107120614336693,-0.7096301473901603,0.0010819140435089913,lag,Double-high,Double-high,Double-high -> Double-high
Egypt,EGY,Health resources,-0.1759071289477308,0.8602145646091384,1.0361216935568691,lag,Double-high,Double-high,Double-high -> Double-high
Egypt,EGY,Household energy/HAP,-1.8055175101543928,-0.5147718476239758,1.290745662530417,lag,Double-high,Double-high,Double-high -> Double-high
Egypt,EGY,Immunisation/UHC,-1.1244371170242935,-0.2557195551039746,0.8687175619203189,lag,Double-high,Double-high,Double-high -> Double-high
Egypt,EGY,Nutrition,-1.0150142065117638,,,stable,Double-high,Double-high,Double-high -> Double-high
Egypt,EGY,WASH,-1.835389008713237,-0.5749292001460464,1.2604598085671905,lag,Double-high,Double-high,Double-high -> Double-high
El Salvador,SLV,Ambient PM2.5,0.5945538265056989,0.6445188991791361,0.049965072673437194,lag,Neither,Neither,Neither -> Neither
El Salvador,SLV,Climate/transmission,-0.0444112021060477,0.0679590761840534,0.1123702782901011,lag,Neither,Neither,Neither -> Neither
El Salvador,SLV,HIV/TB,-0.627170751205194,-0.4624344062123838,0.16473634499281026,lag,Neither,Neither,Neither -> Neither
El Salvador,SLV,Health resources,-1.2414801669258293,-0.5655035542211576,0.6759766127046717,lag,Neither,Neither,Neither -> Neither
El Salvador,SLV,Household energy/HAP,-1.1032586271812284,-1.1501016647391484,-0.046843037557920075,catch-up,Neither,Neither,Neither -> Neither
El Salvador,SLV,Immunisation/UHC,-1.0597686282578838,-1.0736766859016558,-0.01390805764377201,catch-up,Neither,Neither,Neither -> Neither
El Salvador,SLV,WASH,-1.322239507198953,-0.4286451733691236,0.8935943338298293,lag,Neither,Neither,Neither -> Neither
Equatorial Guinea,GNQ,Ambient PM2.5,0.7147573957566228,1.334956112216641,0.6201987164600181,lag,Double-high,Neither,Double-high -> Neither
Equatorial Guinea,GNQ,Climate/transmission,0.7578255704616129,0.7071619228599485,-0.05066364760166442,catch-up,Double-high,Neither,Double-high -> Neither
Equatorial Guinea,GNQ,HIV/TB,-0.0685875287170957,0.2863302543781988,0.35491778309529454,lag,Double-high,Neither,Double-high -> Neither
Equatorial Guinea,GNQ,Health resources,0.4329819026025611,0.465866000908651,0.032884098306089904,lag,Double-high,Neither,Double-high -> Neither
Equatorial Guinea,GNQ,Household energy/HAP,-0.7129552149544617,0.9160433438474832,1.6289985588019449,lag,Double-high,Neither,Double-high -> Neither
Equatorial Guinea,GNQ,Immunisation/UHC,0.8438831503808882,1.286841625177736,0.4429584747968477,lag,Double-high,Neither,Double-high -> Neither
Equatorial Guinea,GNQ,Nutrition,0.1903992749592118,,,stable,Double-high,Neither,Double-high -> Neither
Equatorial Guinea,GNQ,WASH,-0.0531195112444708,,,stable,Double-high,Neither,Double-high -> Neither
Eritrea,ERI,Ambient PM2.5,0.60939546492764,0.1906167632396722,-0.41877870168796777,catch-up,Double-high,Structural high,Double-high -> Structural high
Eritrea,ERI,Climate/transmission,-0.9623084712382508,-0.957292484473896,0.005015986764354774,lag,Double-high,Structural high,Double-high -> Structural high
Eritrea,ERI,HIV/TB,1.2851729154832157,-0.4145014265444677,-1.6996743420276834,catch-up,Double-high,Structural high,Double-high -> Structural high
Eritrea,ERI,Health resources,0.6101973946062482,0.9515954317747112,0.34139803716846295,lag,Double-high,Structural high,Double-high -> Structural high
Eritrea,ERI,Household energy/HAP,0.6120629600584361,0.5396679897037115,-0.07239497035472453,catch-up,Double-high,Structural high,Double-high -> Structural high
Eritrea,ERI,Immunisation/UHC,0.1249191785434608,-0.6320039927582609,-0.7569231713017217,catch-up,Double-high,Structural high,Double-high -> Structural high
Eritrea,ERI,WASH,0.9067359741129012,,,stable,Double-high,Structural high,Double-high -> Structural high
Estonia,EST,Ambient PM2.5,-0.1713082056795003,-0.616779317492188,-0.4454711118126876,catch-up,Neither,Excess-only,Neither -> Excess-only
Estonia,EST,Climate/transmission,-0.5255002204956299,-0.7807939806018576,-0.2552937601062276,catch-up,Neither,Excess-only,Neither -> Excess-only
Estonia,EST,HIV/TB,0.3693992877703422,0.4935153727377637,0.12411608496742149,lag,Neither,Excess-only,Neither -> Excess-only
Estonia,EST,Health resources,0.4704049537731136,0.2640077893549982,-0.2063971644181154,catch-up,Neither,Excess-only,Neither -> Excess-only
Estonia,EST,Household energy/HAP,1.291348390715497,-0.6896535444720231,-1.98100193518752,catch-up,Neither,Excess-only,Neither -> Excess-only
Estonia,EST,Immunisation/UHC,1.3504495100967588,0.960344908421888,-0.3901046016748708,catch-up,Neither,Excess-only,Neither -> Excess-only
Estonia,EST,WASH,0.7602013252782314,-0.4405975495227945,-1.2007988748010259,catch-up,Neither,Excess-only,Neither -> Excess-only
Eswatini,SWZ,Ambient PM2.5,-0.6941044431064717,-0.3452796434739442,0.3488247996325275,lag,Double-high,Structural high,Double-high -> Structural high
Eswatini,SWZ,Climate/transmission,-0.300542272228195,-0.5002489524546213,-0.1997066802264263,catch-up,Double-high,Structural high,Double-high -> Structural high
Eswatini,SWZ,HIV/TB,2.718303411785446,2.002505520321004,-0.7157978914644421,catch-up,Double-high,Structural high,Double-high -> Structural high
Eswatini,SWZ,Health resources,-0.7629348628033071,0.0492370350165058,0.8121718978198129,lag,Double-high,Structural high,Double-high -> Structural high
Eswatini,SWZ,Household energy/HAP,-0.8233915112947189,-0.4497707664978668,0.3736207447968521,lag,Double-high,Structural high,Double-high -> Structural high
Eswatini,SWZ,Immunisation/UHC,-0.4639822233562169,-0.2418553703225146,0.2221268530337023,lag,Double-high,Structural high,Double-high -> Structural high
Eswatini,SWZ,Nutrition,-0.8975582945308677,,,stable,Double-high,Structural high,Double-high -> Structural high
Eswatini,SWZ,WASH,0.0017012709864778,0.7796995741828133,0.7779983031963356,lag,Double-high,Structural high,Double-high -> Structural high
Ethiopia,ETH,Ambient PM2.5,-0.5493823164704482,-0.4466773009639587,0.10270501550648953,lag,Double-high,Structural high,Double-high -> Structural high
Ethiopia,ETH,Climate/transmission,-1.193950550702464,-1.2803465985404896,-0.08639604783802568,catch-up,Double-high,Structural high,Double-high -> Structural high
Ethiopia,ETH,HIV/TB,0.1198694067792783,-0.3924688560314715,-0.5123382628107498,catch-up,Double-high,Structural high,Double-high -> Structural high
Ethiopia,ETH,Health resources,0.6846030787047217,0.5907074662114145,-0.09389561249330725,catch-up,Double-high,Structural high,Double-high -> Structural high
Ethiopia,ETH,Household energy/HAP,1.0862511344782464,0.4075995396107988,-0.6786515948674476,catch-up,Double-high,Structural high,Double-high -> Structural high
Ethiopia,ETH,Immunisation/UHC,1.1428512940915605,0.6240607284039144,-0.5187905656876461,catch-up,Double-high,Structural high,Double-high -> Structural high
Ethiopia,ETH,Nutrition,1.1044348693667856,,,stable,Double-high,Structural high,Double-high -> Structural high
Ethiopia,ETH,WASH,1.645564211914274,1.3351681879102473,-0.31039602400402666,catch-up,Double-high,Structural high,Double-high -> Structural high
Fiji,FJI,Ambient PM2.5,-1.7189894840700752,-1.623156857338294,0.09583262673178128,lag,Neither,Double-high,Neither -> Double-high
Fiji,FJI,Climate/transmission,1.0081933700644026,0.8920894197735203,-0.11610395029088227,catch-up,Neither,Double-high,Neither -> Double-high
Fiji,FJI,HIV/TB,-0.3947156074148302,-0.1174939531140165,0.2772216543008137,lag,Neither,Double-high,Neither -> Double-high
Fiji,FJI,Health resources,0.5795895706128372,1.2603464717484487,0.6807569011356115,lag,Neither,Double-high,Neither -> Double-high
Fiji,FJI,Household energy/HAP,0.637407011920723,1.5386616630084706,0.9012546510877476,lag,Neither,Double-high,Neither -> Double-high
Fiji,FJI,Immunisation/UHC,-0.6165685675442296,-0.3662281697286476,0.25034039781558204,lag,Neither,Double-high,Neither -> Double-high
Fiji,FJI,WASH,-0.7614900839705228,0.0138443400151114,0.7753344239856341,lag,Neither,Double-high,Neither -> Double-high
Finland,FIN,Ambient PM2.5,-0.5662061074284037,-0.699748504855866,-0.13354239742746232,catch-up,Neither,Neither,Neither -> Neither
Finland,FIN,Climate/transmission,-0.6546988204277246,-0.8127972527095603,-0.15809843228183562,catch-up,Neither,Neither,Neither -> Neither
Finland,FIN,HIV/TB,-0.4356707440445392,-0.6852411960360208,-0.24957045199148165,catch-up,Neither,Neither,Neither -> Neither
Finland,FIN,Health resources,-0.0185744500357057,-0.9025539062065556,-0.8839794561708499,catch-up,Neither,Neither,Neither -> Neither
Finland,FIN,Household energy/HAP,-0.9453906783672792,0.118127746636918,1.0635184250041971,lag,Neither,Neither,Neither -> Neither
Finland,FIN,Immunisation/UHC,-0.6731891980048026,-0.299981212792637,0.3732079852121656,lag,Neither,Neither,Neither -> Neither
Finland,FIN,Nutrition,,-0.4854556278131209,,stable,Neither,Neither,Neither -> Neither
Finland,FIN,WASH,-0.4841557084006149,-0.4814170022485494,0.0027387061520655065,lag,Neither,Neither,Neither -> Neither
France,FRA,Ambient PM2.5,-0.0812085029029945,-0.4750645921148957,-0.3938560892119012,catch-up,Neither,Neither,Neither -> Neither
France,FRA,Climate/transmission,-0.1203395631863244,-0.3063841442447031,-0.18604458105837873,catch-up,Neither,Neither,Neither -> Neither
France,FRA,HIV/TB,-0.2534455944368578,-0.2342982994205144,0.019147295016343435,lag,Neither,Neither,Neither -> Neither
France,FRA,Health resources,-0.3888695136289009,-0.7697907331000955,-0.3809212194711946,catch-up,Neither,Neither,Neither -> Neither
France,FRA,Household energy/HAP,-0.8854231610318282,0.118127746636918,1.003550907668746,lag,Neither,Neither,Neither -> Neither
France,FRA,Immunisation/UHC,-0.513454259579257,-0.4226253042091136,0.09082895537014346,lag,Neither,Neither,Neither -> Neither
France,FRA,WASH,-0.4022080198323783,-0.4044789497300616,-0.0022709298976832937,catch-up,Neither,Neither,Neither -> Neither
Gabon,GAB,Ambient PM2.5,-0.068761054058007,0.496826217595991,0.565587271653998,lag,Double-high,Neither,Double-high -> Neither
Gabon,GAB,Climate/transmission,0.8336915871171832,0.7425910071663381,-0.09110057995084508,catch-up,Double-high,Neither,Double-high -> Neither
Gabon,GAB,HIV/TB,0.1052835205988968,2.067727794222167,1.96244427362327,lag,Double-high,Neither,Double-high -> Neither
Gabon,GAB,Health resources,-0.8416316790063708,0.3833886584363454,1.2250203374427162,lag,Double-high,Neither,Double-high -> Neither
Gabon,GAB,Household energy/HAP,-2.128692083864916,-0.5731808391363231,1.5555112447285928,lag,Double-high,Neither,Double-high -> Neither
Gabon,GAB,Immunisation/UHC,0.4065431436157305,1.480504061311383,1.0739609176956524,lag,Double-high,Neither,Double-high -> Neither
Gabon,GAB,Nutrition,-1.0075839557724957,,,stable,Double-high,Neither,Double-high -> Neither
Gabon,GAB,WASH,-0.1956062511935136,2.0849323883930486,2.2805386395865623,lag,Double-high,Neither,Double-high -> Neither
Gambia,GMB,Ambient PM2.5,0.695002971012696,0.4886718048753783,-0.20633116613731772,catch-up,Structural high,Structural high,Structural high -> Structural high
Gambia,GMB,Climate/transmission,0.2122351322471662,0.2299871087766079,0.017751976529441715,lag,Structural high,Structural high,Structural high -> Structural high
Gambia,GMB,HIV/TB,-0.3629877945182753,-0.2963911141650923,0.066596680353183,lag,Structural high,Structural high,Structural high -> Structural high
Gambia,GMB,Health resources,-0.2434997583037201,0.6260521934117743,0.8695519517154944,lag,Structural high,Structural high,Structural high -> Structural high
Gambia,GMB,Household energy/HAP,0.4461809934690017,0.5581569955859398,0.11197600211693809,lag,Structural high,Structural high,Structural high -> Structural high
Gambia,GMB,Immunisation/UHC,-1.728672254254931,-0.4721861679484869,1.2564860863064442,lag,Structural high,Structural high,Structural high -> Structural high
Gambia,GMB,Nutrition,-0.5151125759690566,,,stable,Structural high,Structural high,Structural high -> Structural high
Gambia,GMB,WASH,-0.4553338630214536,-0.5730716935308389,-0.11773783050938524,catch-up,Structural high,Structural high,Structural high -> Structural high
Georgia,GEO,Ambient PM2.5,-0.1152795867835679,0.1598005873870709,0.2750801741706388,lag,Neither,Excess-only,Neither -> Excess-only
Georgia,GEO,Climate/transmission,-0.802390220629853,-0.5222959727278139,0.2800942479020391,lag,Neither,Excess-only,Neither -> Excess-only
Georgia,GEO,HIV/TB,0.6341091275175283,0.7872248141527199,0.1531156866351916,lag,Neither,Excess-only,Neither -> Excess-only
Georgia,GEO,Health resources,-0.1954043653086397,-0.1078589000598263,0.08754546524881339,lag,Neither,Excess-only,Neither -> Excess-only
Georgia,GEO,Household energy/HAP,2.525550394361782,0.5536863251097597,-1.9718640692520222,catch-up,Neither,Excess-only,Neither -> Excess-only
Georgia,GEO,Immunisation/UHC,1.3573369744730048,0.5155037228141681,-0.8418332516588367,catch-up,Neither,Excess-only,Neither -> Excess-only
Georgia,GEO,WASH,0.9065216709877232,1.051894554038043,0.14537288305031992,lag,Neither,Excess-only,Neither -> Excess-only
Germany,DEU,Ambient PM2.5,-0.0353234969435502,-0.4391688878094859,-0.4038453908659357,catch-up,Neither,Neither,Neither -> Neither
Germany,DEU,Climate/transmission,-0.2980176850627029,-0.5026892329098401,-0.20467154784713726,catch-up,Neither,Neither,Neither -> Neither
Germany,DEU,HIV/TB,-0.4679089073615967,-0.4656381701385348,0.0022707372230618694,lag,Neither,Neither,Neither -> Neither
Germany,DEU,Health resources,-0.6295949785491887,-1.221177381941222,-0.5915824033920333,catch-up,Neither,Neither,Neither -> Neither
Germany,DEU,Household energy/HAP,-0.7576113883991762,0.118127746636918,0.8757391350360941,lag,Neither,Neither,Neither -> Neither
Germany,DEU,Immunisation/UHC,-0.1923130790565276,-0.1388880663011538,0.05342501275537381,lag,Neither,Neither,Neither -> Neither
Germany,DEU,WASH,-0.4601432271045338,-0.4601974692704167,-5.424216588290065e-05,catch-up,Neither,Neither,Neither -> Neither
Ghana,GHA,Ambient PM2.5,0.5213061179291324,0.533312777017805,0.0120066590886726,lag,Neither,Neither,Neither -> Neither
Ghana,GHA,Climate/transmission,0.7121292190385086,0.6618544529849492,-0.050274766053559405,catch-up,Neither,Neither,Neither -> Neither
Ghana,GHA,HIV/TB,-0.2343993428359616,-0.2861906725367327,-0.051791329700771105,catch-up,Neither,Neither,Neither -> Neither
Ghana,GHA,Health resources,0.5527206433139815,0.3597297328740618,-0.19299091043991973,catch-up,Neither,Neither,Neither -> Neither
Ghana,GHA,Household energy/HAP,0.2311785644314175,0.4632105001092756,0.23203193567785813,lag,Neither,Neither,Neither -> Neither
Ghana,GHA,Immunisation/UHC,-0.0647865227164146,-0.3873472990367773,-0.3225607763203627,catch-up,Neither,Neither,Neither -> Neither
Ghana,GHA,WASH,0.527425500281314,1.0787699096509278,0.5513444093696138,lag,Neither,Neither,Neither -> Neither
Greece,GRC,Ambient PM2.5,0.3951829329988265,-0.1134785049878156,-0.5086614379866421,catch-up,Neither,Neither,Neither -> Neither
Greece,GRC,Climate/transmission,-0.6716195838168458,-0.3527559799972451,0.3188636038196007,lag,Neither,Neither,Neither -> Neither
Greece,GRC,HIV/TB,-0.398674953258553,-0.2876356683132414,0.11103928494531162,lag,Neither,Neither,Neither -> Neither
Greece,GRC,Health resources,-0.0231946738332424,0.3849636289919956,0.408158302825238,lag,Neither,Neither,Neither -> Neither
Greece,GRC,Household energy/HAP,-0.6322321807257467,-0.7045451928720764,-0.07231301214632968,catch-up,Neither,Neither,Neither -> Neither
Greece,GRC,Immunisation/UHC,0.9971412416748388,-0.1848087514861136,-1.1819499931609523,catch-up,Neither,Neither,Neither -> Neither
Greece,GRC,WASH,-0.1980043012431434,-0.4388627881143501,-0.2408584868712067,catch-up,Neither,Neither,Neither -> Neither
Greenland,GRL,Ambient PM2.5,-1.018244298544083,-0.8796034110573662,0.13864088748671677,lag,Neither,Neither,Neither -> Neither
Greenland,GRL,Climate/transmission,-1.2586734712818353,-1.341337968021227,-0.08266449673939169,catch-up,Neither,Neither,Neither -> Neither
Greenland,GRL,HIV/TB,2.43352579117358,3.5145827397394407,1.0810569485658608,lag,Neither,Neither,Neither -> Neither
Greenland,GRL,Household energy/HAP,1.0326248015993424,0.532849324304527,-0.4997754772948154,catch-up,Neither,Neither,Neither -> Neither
Greenland,GRL,WASH,-0.6196129109018569,-0.5581932518885623,0.0614196590132946,lag,Neither,Neither,Neither -> Neither
Grenada,GRD,Ambient PM2.5,-1.2393797841395553,-1.0662220291311435,0.1731577550084118,lag,Neither,Neither,Neither -> Neither
Grenada,GRD,Climate/transmission,1.1345001614949723,1.1672762391285474,0.03277607763357504,lag,Neither,Neither,Neither -> Neither
Grenada,GRD,HIV/TB,-0.7203654550475476,-0.6689406909066054,0.051424764140942214,lag,Neither,Neither,Neither -> Neither
Grenada,GRD,Health resources,-0.0386275760442364,-0.2894827341666183,-0.2508551581223819,catch-up,Neither,Neither,Neither -> Neither
Grenada,GRD,Household energy/HAP,-0.6588870808045085,0.1157837562317636,0.7746708370362722,lag,Neither,Neither,Neither -> Neither
Grenada,GRD,Immunisation/UHC,-0.7773610567751295,0.3272446723227465,1.104605729097876,lag,Neither,Neither,Neither -> Neither
Grenada,GRD,WASH,-0.70101049518529,-0.1300857731593198,0.5709247220259702,lag,Neither,Neither,Neither -> Neither
Guam,GUM,Ambient PM2.5,-0.8614946565509743,-0.7670097904807095,0.09448486607026485,lag,Excess-only,Double-high,Excess-only -> Double-high
Guam,GUM,Climate/transmission,1.6043975116916167,1.5029454662333543,-0.10145204545826236,catch-up,Excess-only,Double-high,Excess-only -> Double-high
Guam,GUM,HIV/TB,0.6443077270768877,0.8279597140317138,0.1836519869548261,lag,Excess-only,Double-high,Excess-only -> Double-high
Guam,GUM,Household energy/HAP,-0.91236859502442,-1.1495679203601736,-0.2371993253357536,catch-up,Excess-only,Double-high,Excess-only -> Double-high
Guam,GUM,WASH,0.8743716571873722,0.4925978051669938,-0.3817738520203784,catch-up,Excess-only,Double-high,Excess-only -> Double-high
Guatemala,GTM,Ambient PM2.5,0.3648186613590036,0.651689999650509,0.2868713382915054,lag,Neither,Neither,Neither -> Neither
Guatemala,GTM,Climate/transmission,-0.2816897555094732,-0.1238795913321093,0.15781016417736393,lag,Neither,Neither,Neither -> Neither
Guatemala,GTM,HIV/TB,-0.6742843479858427,-0.591128774608943,0.08315557337689972,lag,Neither,Neither,Neither -> Neither
Guatemala,GTM,Health resources,-0.3521236624013037,0.2479480196299797,0.6000716820312835,lag,Neither,Neither,Neither -> Neither
Guatemala,GTM,Household energy/HAP,-0.9983375602701738,-0.2384491602467309,0.7598884000234429,lag,Neither,Neither,Neither -> Neither
Guatemala,GTM,Immunisation/UHC,-0.5174659440812835,-0.1159995979859803,0.40146634609530324,lag,Neither,Neither,Neither -> Neither
Guatemala,GTM,Nutrition,-0.1280410858168051,,,stable,Neither,Neither,Neither -> Neither
Guatemala,GTM,WASH,-1.0003671666327407,-0.1089093189365732,0.8914578476961675,lag,Neither,Neither,Neither -> Neither
Guinea,GIN,Ambient PM2.5,-0.0230565881155085,-0.2228496449820645,-0.199793056866556,catch-up,Structural high,Structural high,Structural high -> Structural high
Guinea,GIN,Climate/transmission,0.2666980926414022,0.3790607531762538,0.11236266053485161,lag,Structural high,Structural high,Structural high -> Structural high
Guinea,GIN,HIV/TB,-0.4568698713601581,-0.1726939769267869,0.2841758944333712,lag,Structural high,Structural high,Structural high -> Structural high
Guinea,GIN,Health resources,0.6419299147295279,0.2630462828157783,-0.3788836319137496,catch-up,Structural high,Structural high,Structural high -> Structural high
Guinea,GIN,Household energy/HAP,0.6368264300618427,0.5778272397246882,-0.058999190337154506,catch-up,Structural high,Structural high,Structural high -> Structural high
Guinea,GIN,Immunisation/UHC,0.7723296586124894,1.3109045088433486,0.5385748502308593,lag,Structural high,Structural high,Structural high -> Structural high
Guinea,GIN,WASH,0.8234090599583856,0.2053952232830724,-0.6180138366753133,catch-up,Structural high,Structural high,Structural high -> Structural high
Guinea-Bissau,GNB,Ambient PM2.5,0.3884540270651518,0.1023416230761505,-0.2861124039890013,catch-up,Structural high,Structural high,Structural high -> Structural high
Guinea-Bissau,GNB,Climate/transmission,0.1150748849927105,0.2611149329677532,0.14604004797504266,lag,Structural high,Structural high,Structural high -> Structural high
Guinea-Bissau,GNB,HIV/TB,-0.1417770339790292,-0.0447476967686456,0.09702933721038359,lag,Structural high,Structural high,Structural high -> Structural high
Guinea-Bissau,GNB,Health resources,0.517864668541161,-0.242962222171013,-0.760826890712174,catch-up,Structural high,Structural high,Structural high -> Structural high
Guinea-Bissau,GNB,Household energy/HAP,0.7255849279870198,0.7889559608435168,0.06337103285649703,lag,Structural high,Structural high,Structural high -> Structural high
Guinea-Bissau,GNB,Immunisation/UHC,0.6049934934353001,0.1868148134998183,-0.41817867993548175,catch-up,Structural high,Structural high,Structural high -> Structural high
Guinea-Bissau,GNB,Nutrition,0.1552332554528812,,,stable,Structural high,Structural high,Structural high -> Structural high
Guinea-Bissau,GNB,WASH,0.7853673293078285,0.6656941660237632,-0.1196731632840653,catch-up,Structural high,Structural high,Structural high -> Structural high
Guyana,GUY,Ambient PM2.5,-0.2498341172455457,-0.3474306403113941,-0.0975965230658484,catch-up,Neither,Neither,Neither -> Neither
Guyana,GUY,Climate/transmission,1.0163137475397717,1.175218776254939,0.15890502871516743,lag,Neither,Neither,Neither -> Neither
Guyana,GUY,HIV/TB,-0.4766367533214374,-0.0732347434659975,0.4034020098554399,lag,Neither,Neither,Neither -> Neither
Guyana,GUY,Health resources,-0.2132736615039424,-0.0085225709497152,0.2047510905542272,lag,Neither,Neither,Neither -> Neither
Guyana,GUY,Household energy/HAP,-2.1081314672976275,-1.0415693253040426,1.066562141993585,lag,Neither,Neither,Neither -> Neither
Guyana,GUY,Immunisation/UHC,-0.7272461804231823,-0.560217780874809,0.16702839954837334,lag,Neither,Neither,Neither -> Neither
Guyana,GUY,Nutrition,-0.5531052885615972,,,stable,Neither,Neither,Neither -> Neither
Guyana,GUY,WASH,-1.344000667165255,0.0916480813311336,1.4356487484963885,lag,Neither,Neither,Neither -> Neither
Haiti,HTI,Ambient PM2.5,-0.9333719477763252,-0.9634787914469648,-0.03010684367063965,catch-up,Double-high,Structural high,Double-high -> Structural high
Haiti,HTI,Climate/transmission,0.7303647673434295,0.962931536719496,0.23256676937606657,lag,Double-high,Structural high,Double-high -> Structural high
Haiti,HTI,HIV/TB,0.2114521204882891,-0.1059929957444026,-0.31744511623269167,catch-up,Double-high,Structural high,Double-high -> Structural high
Haiti,HTI,Health resources,0.3066157507256143,0.3721103483842135,0.06549459765859916,lag,Double-high,Structural high,Double-high -> Structural high
Haiti,HTI,Household energy/HAP,0.4625967130565998,0.4960192787356793,0.03342256567907953,lag,Double-high,Structural high,Double-high -> Structural high
Haiti,HTI,Immunisation/UHC,0.5426200056695533,1.0773058260316202,0.5346858203620669,lag,Double-high,Structural high,Double-high -> Structural high
Haiti,HTI,Nutrition,-0.7508892295748719,-0.7633147906374299,-0.012425561062557988,catch-up,Double-high,Structural high,Double-high -> Structural high
Haiti,HTI,WASH,0.527041908319603,0.3086106585078556,-0.21843124981174739,catch-up,Double-high,Structural high,Double-high -> Structural high
